Depth	AC	CNL	DEN	GR	PE	RLLD	LIMSTONE	RES
3315.3	173.274	28.497	2.608	41.137	4.208	17.368	2	0
3315.4	182.94	28.284	2.606	44.001	4.264	17.143	2	0
3315.5	174.153	27.829	2.614	40.762	4.275	17.409	2	0
3315.6	188.522	28.775	2.597	46.332	4.232	16.946	2	0
3316.2	179.458	25.275	2.632	54.808	4.206	21.065	2	0
3316.3	168.66	23.117	2.713	40.949	4.384	38.393	2	0
3316.4	167.19	21.591	2.777	38.713	4.57	45.706	2	0
3316.5	166.951	22.289	2.738	37.761	4.453	44.162	2	0
3316.6	168.175	21.649	2.792	40.911	4.608	41.877	2	0
3316.7	173.404	21.848	2.821	48.148	4.642	24.632	2	0
3316.8	177.096	17.516	2.837	42.642	4.51	33.052	2	0
3316.9	174.301	10.907	2.857	26.581	4.271	93.157	2	0
3317	177.398	15.171	2.842	38.327	4.438	43.248	2	0
3317.1	172.177	9.338	2.865	22.361	4.193	124.149	1	0
3317.2	165.129	6.451	2.884	15.462	4.016	221.317	4	0
3317.3	160.541	5.24	2.884	14.076	4.086	296.367	4	0
3317.4	158.201	4.796	2.875	14.047	4.432	354.358	1	0
3317.5	159.527	4.993	2.882	13.997	4.163	318.446	4	0
3317.6	157.627	4.693	2.869	14.014	4.516	369.997	1	0
3317.7	156.466	4.301	2.838	13.572	4.587	418.605	1	0
3317.8	156.652	3.783	2.803	12.944	4.528	522.87	1	0
3317.9	157.299	3.331	2.793	13.27	4.39	787.667	1	0
3318	156.907	3.615	2.794	12.832	4.505	576.455	1	0
3318.1	157.325	3.197	2.796	13.358	4.341	936.519	1	0
3318.2	156.929	2.813	2.812	13.013	4.228	1493.493	1	0
3318.3	156.454	2.403	2.83	12.067	4.203	2009.578	1	0
3318.4	156.218	2.035	2.842	11.676	4.34	2436.476	1	0
3318.5	156.345	2.262	2.835	11.775	4.216	2156.804	1	0
3318.6	156.161	1.958	2.84	11.759	4.434	2637.428	1	0
3318.7	156.051	1.823	2.818	12.29	4.771	3502.501	1	0
3318.8	155.936	1.708	2.781	12.216	5.01	4657.064	0	0
3318.9	155.445	1.48	2.744	11.132	5.051	6071.61	0	0
3319	155.857	1.659	2.768	11.986	5.059	5066.221	0	0
3319.1	155.223	1.391	2.737	11.103	5.004	6731.804	0	0
3319.2	154.686	1.18	2.736	12.109	4.788	9637.72	0	0
3319.3	154.68	1.156	2.752	12.848	4.672	14477.22	1	0
3319.4	154.915	1.196	2.766	11.891	4.79	19046.631	1	0
3319.5	154.754	1.174	2.757	12.819	4.664	16297.367	1	0
3319.6	154.978	1.193	2.767	11.443	4.901	19659.473	0	0
3319.7	155.135	1.15	2.755	10.764	5.309	20091.51	0	0
3319.8	155.203	1.089	2.739	11.7	5.507	21740.84	0	0
3319.9	154.984	1.013	2.74	12.818	5.443	25199.307	0	0
3320	155.189	1.066	2.735	12.151	5.518	22630.525	0	0
3320.1	154.849	0.991	2.743	12.851	5.378	26216.09	0	0
3320.2	154.468	0.932	2.754	11.902	5.11	27722.848	0	0
3320.3	154.58	0.882	2.76	10.684	4.873	27575.969	0	0
3320.4	155.258	0.857	2.755	10.977	4.907	25336.57	0	0
3320.5	154.731	0.869	2.761	10.476	4.824	27449.391	0	0
3320.6	155.506	0.86	2.752	11.179	4.963	23581.201	0	0
3320.7	156.076	0.911	2.746	11.284	5.143	17109.846	0	0
3320.8	156.17	0.995	2.745	11.004	5.257	13275.516	0	0
3320.9	156.056	1.011	2.735	11.207	5.324	13504.625	0	0
3321	156.136	1.02	2.745	11.013	5.284	12766.966	0	0
3321.1	156.055	1.004	2.731	11.343	5.318	13236.009	0	0
3321.2	156.165	0.984	2.724	11.806	5.208	10464.321	0	0
3321.3	156.289	0.929	2.72	12.244	5.065	8849.092	0	0
3321.4	156.668	0.964	2.723	12.593	5.127	11198.812	0	0
3321.5	156.332	0.905	2.72	12.391	5.036	9086.967	0	0
3321.6	156.992	1.067	2.723	12.966	5.197	10904.925	0	0
3321.7	158.328	1.58	2.717	14.908	5.444	6510.152	0	0
3321.8	159.001	1.972	2.713	16.7	5.636	2277.488	0	1
3321.9	158.058	1.698	2.71	16.565	5.656	1647.976	0	1
3322	158.961	2.015	2.712	17.048	5.684	1429.988	0	1
3322.1	157.566	1.471	2.71	15.834	5.606	1949.607	0	1
3322.2	156.324	0.723	2.713	12.718	5.316	3060.791	0	0
3322.3	156.049	0.29	2.731	10.439	5.008	3588.975	0	0
3322.4	156.119	0.131	2.742	9.943	5.016	3826.915	0	0
3322.5	156.081	0.208	2.737	9.949	4.946	3682.752	0	0
3322.6	156.119	0.107	2.743	10.055	5.09	3862.796	0	0
3322.7	156.329	0.081	2.746	10.515	5.332	3895.596	0	0
3322.8	157.894	0.068	2.748	10.551	5.331	3987.232	0	0
3322.9	160.427	0.102	2.736	10.033	5.159	3945.072	0	0
3323	158.692	0.062	2.747	10.476	5.288	4027.172	0	1
3323.1	160.82	0.136	2.731	9.66	5.107	3837.62	0	1
3323.2	159.903	0.256	2.723	8.474	4.965	3483.008	0	1
3323.3	156.802	0.448	2.733	8.22	4.874	3554.943	0	1
3323.4	155.035	0.998	2.741	8.54	4.953	4018.563	0	0
3323.5	155.781	0.55	2.737	8.294	4.87	3660.793	0	0
3323.6	154.961	1.325	2.745	8.7	4.967	4097.113	0	0
3323.7	155.219	2.704	2.757	10.111	4.909	3720.259	0	0
3323.8	155.542	4.65	2.764	14.941	4.833	2262.771	0	0
3323.9	160.024	7.083	2.762	24.902	4.853	917.306	0	0
3324	155.913	5.382	2.765	17.281	4.825	1689.954	1	0
3324.1	163.614	8.092	2.76	30.121	4.847	655.662	2	0
3324.2	176.853	11.339	2.754	49.252	4.753	236.059	2	0
3324.3	179.413	12.937	2.74	63.801	4.599	99.885	2	0
3324.4	165.204	11.898	2.696	61.82	4.408	116.799	2	0
3324.5	177.059	12.973	2.733	66.434	4.549	82.565	2	0
3324.6	159.932	11.342	2.679	57.197	4.358	140.079	2	0
3324.7	149.359	9.731	2.641	39.8	4.262	224.657	2	0
3324.8	148.723	8.203	2.646	28.515	4.208	341.375	2	0
3324.9	151.499	6.966	2.679	27.519	4.125	448.867	2	0
3325	149.46	7.689	2.653	26.296	4.193	386.835	2	0
3325.1	153.249	6.88	2.696	31.19	4.09	441.127	2	0
3325.2	162.301	7.98	2.758	53.016	3.923	301.26	2	0
3325.3	177.091	11.928	2.804	84.887	3.676	132.262	5	0
3325.4	188.822	16.73	2.829	107.535	3.384	62.899	5	0
3325.5	182.298	13.647	2.815	95.556	3.596	90.291	5	0
3325.6	189.576	17.347	2.833	106.923	3.309	61.541	5	0
3325.7	182.688	15.699	2.838	85.692	3.18	106.464	5	0
3325.8	167.274	10.892	2.848	54.32	3.154	224.901	5	0
3325.9	154.875	7.217	2.866	30.627	3.144	369.993	5	0
3326	161.932	9.264	2.853	44.365	3.156	273.525	5	0
3326.1	152.82	6.562	2.87	26.576	3.155	394.331	5	0
3326.2	151.146	5.672	2.87	22.382	3.247	385.872	3	0
3326.3	152.399	5.6	2.867	22.902	3.384	332.037	3	0
3326.4	153.507	5.808	2.87	24.164	3.437	303.728	3	0
3326.5	152.874	5.646	2.867	23.285	3.427	318.51	3	0
3326.6	153.89	5.875	2.871	25.078	3.452	293.216	5	0
3326.7	155.523	6.105	2.878	29.96	3.538	247.079	5	0
3326.8	158.355	6.773	2.882	38.807	3.652	187.379	5	0
3326.9	162.019	8.11	2.868	50.956	3.733	137.279	5	0
3327	159.486	7.114	2.881	42.389	3.685	168.153	5	0
3327.1	163.172	8.698	2.858	54.775	3.766	126.312	5	0
3327.2	165.625	10.771	2.824	61.262	3.882	123.274	5	0
3327.3	164.876	12.692	2.799	54.051	3.938	204.774	5	0
3327.4	161.4	12.63	2.801	38.062	3.922	390.323	5	0
3327.5	164.031	13.144	2.793	49.552	3.938	248.996	5	0
3327.6	160.319	11.941	2.807	33.498	3.91	454.229	5	0
3327.7	158.665	9.005	2.828	25.414	3.886	537.673	5	0
3327.8	160.358	7.1	2.841	27.95	3.89	375.99	5	0
3327.9	162.949	7.478	2.839	38.744	3.892	180.971	5	0
3328	161.317	6.834	2.844	30.441	3.888	300.145	5	0
3328.1	163.328	7.987	2.837	41.939	3.864	144.474	5	0
3328.2	162.753	9.617	2.836	47.123	3.701	111.888	5	0
3328.3	160.112	9.836	2.846	45.588	3.517	153.096	5	0
3328.4	157.252	8.726	2.856	40.182	3.374	238.799	5	0
3328.5	159.065	9.611	2.851	44.29	3.463	174.131	5	0
3328.6	156.633	8.254	2.859	37.826	3.324	285.206	5	0
3328.7	155.951	6.678	2.866	30.9	3.197	517.235	5	0
3328.8	156.86	4.916	2.855	27.105	3.174	886.118	5	0
3328.9	158.134	3.494	2.842	26.885	3.189	1076.052	5	0
3329	157.321	4.342	2.85	26.472	3.18	1006.848	5	0
3329.1	158.42	3.224	2.84	27.496	3.227	1017.257	5	0
3329.2	158.85	2.992	2.83	30.17	3.479	691.687	5	0
3329.3	158.83	3.398	2.818	31.688	3.861	652.308	5	0
3329.4	158.492	3.812	2.798	31.277	4.353	934.08	2	0
3329.5	158.775	3.575	2.813	31.798	3.997	709.781	5	0
3329.6	158.256	3.92	2.788	31.462	4.512	977.892	2	0
3329.7	157.432	4.264	2.755	33.591	4.766	865.681	2	0
3329.8	157.851	4.752	2.744	38.531	4.216	616.301	2	0
3329.9	160.966	5.371	2.757	49.173	3.708	444.057	2	0
3330	158.396	4.939	2.745	40.856	3.914	548.747	2	0
3330.1	162.486	5.658	2.766	53.986	3.625	384.641	5	0
3330.2	167.232	6.968	2.792	67.32	3.504	218.026	5	0
3330.3	170.085	8.992	2.809	71.988	3.67	140.938	5	0
3330.4	169.478	10.346	2.813	66.147	3.891	142.886	5	0
3330.5	170.521	9.682	2.812	71.918	3.762	130.256	5	0
3330.6	168.261	10.011	2.812	60.806	3.909	172.36	5	0
3330.7	162.345	7.551	2.807	39.591	3.81	355.503	5	0
3330.8	155.343	5.458	2.801	22.534	3.597	572.588	4	0
3330.9	152.455	4.701	2.793	17.159	3.394	631.572	4	0
3331	153.313	4.967	2.799	18.564	3.524	625.004	4	0
3331.1	153.647	4.795	2.79	18.466	3.364	622.261	4	0
3331.2	162.695	6.144	2.783	29.226	3.397	537.655	5	0
3331.3	173.843	8.559	2.78	46.149	3.515	328.138	5	0
3331.4	176.309	9.552	2.777	58.413	3.556	141.712	5	0
3331.5	176.707	9.297	2.78	51.89	3.549	241.764	5	0
3331.6	174.505	9.356	2.776	58.982	3.55	124.586	5	0
3331.7	165.574	8.29	2.784	53.463	3.489	161.685	5	0
3331.8	158.23	7.557	2.802	43.463	3.405	238.448	5	0
3331.9	154.35	6.336	2.812	31.478	3.449	430.549	5	0
3332	156.48	7.298	2.808	39.711	3.386	269.652	5	0
3332.1	153.486	5.838	2.813	28.365	3.487	541.823	5	0
3332.2	151.797	4.724	2.812	23.313	3.603	841.723	4	0
3332.3	151.206	4.728	2.806	23.626	3.65	804.092	4	0
3332.4	150.267	5.136	2.807	24.46	3.532	597.133	4	0
3332.5	151.05	4.848	2.804	24.113	3.648	740.373	4	0
3332.6	149.876	5.188	2.809	24.258	3.455	557.957	4	0
3332.7	149.294	5.068	2.819	23.712	3.234	554.813	4	0
3332.8	151.122	4.995	2.824	27.886	3.199	621.153	5	0
3332.9	155.105	5.807	2.821	41.664	3.324	565.397	5	0
3333	152.182	5.067	2.824	30.567	3.221	633.45	5	0
3333.1	156.787	6.36	2.819	48.231	3.38	499.65	5	0
3333.2	163.765	8.411	2.816	66.172	3.518	274.735	5	0
3333.3	178.3	10.479	2.822	71.412	3.472	176.455	5	0
3333.4	199.76	13.052	2.809	72.481	3.313	134.068	5	0
3333.5	184.722	11.186	2.823	71.425	3.421	162.572	5	0
3333.6	205.978	13.881	2.797	74.42	3.259	114.732	5	0
3333.7	217.064	14.934	2.757	81.626	3.142	60.562	5	0
3333.8	212.743	13.299	2.743	85.665	3.164	53.502	5	0
3333.9	200.522	12.286	2.745	94.225	3.233	69.076	5	0
3334	209.22	12.64	2.743	87.055	3.187	57.958	5	0
3334.1	196.498	12.272	2.748	97.779	3.254	71.839	5	0
3334.2	185.576	11.735	2.767	100.417	3.367	90.255	5	0
3334.3	175.089	8.863	2.787	78.019	3.663	262.734	5	0
3334.4	164.934	5.616	2.789	44.215	4.121	754.908	2	0
3334.5	171.503	7.66	2.791	67.191	3.791	367.178	5	0
3334.6	162.418	4.957	2.788	35.554	4.297	948.873	2	0
3334.7	157.845	4.365	2.781	19.174	4.805	1128.385	1	0
3334.8	156.88	5.117	2.77	12.737	4.943	623.564	0	0
3334.9	157.255	5.664	2.753	10.939	4.629	337.643	1	0
3335	156.905	5.41	2.765	11.591	4.893	468.474	0	0
3335.1	157.522	5.727	2.748	10.882	4.489	309.568	1	0
3335.2	158.64	5.932	2.742	11.492	4.133	280.86	1	6
3335.3	159.798	6.47	2.749	12.817	3.989	214.126	1	6
3335.4	160.369	6.767	2.761	14.991	3.991	169.317	1	6
3335.5	160.109	6.659	2.753	13.374	3.968	191.694	1	6
3335.6	160.481	6.743	2.764	15.711	4.009	164.654	1	6
3335.7	160.9	6.479	2.776	17.117	4.063	163.902	1	6
3335.8	161.372	6.214	2.789	16.92	4.067	163.215	1	6
3335.9	160.963	6.023	2.794	16.851	4.057	171.133	1	6
3336	161.45	6.144	2.792	16.71	4.061	163.332	1	6
3336.1	160.603	5.972	2.793	17.855	4.067	176.801	1	6
3336.2	159.541	6.004	2.786	24.203	4.115	202.421	1	0
3336.3	159.484	6.548	2.775	33.603	4.096	246.296	2	0
3336.4	159.782	7.25	2.771	40.749	3.932	304.422	2	0
3336.5	159.625	6.795	2.772	36.758	4.07	263.969	2	0
3336.6	159.797	7.386	2.772	41.686	3.866	326.778	2	0
3336.7	160.04	7.819	2.779	42.209	3.709	384.626	5	0
3336.8	161.555	9.05	2.793	43.132	3.648	358.873	5	0
3336.9	163.103	10.342	2.797	42.365	3.671	260.467	5	0
3337	162.24	9.574	2.798	43.533	3.641	331.749	5	0
3337.1	163.144	10.469	2.796	40.651	3.695	235.323	5	0
3337.2	162.203	10.288	2.792	32.836	3.774	197.747	5	0
3337.3	161.481	9.843	2.798	25.493	3.769	200.569	5	0
3337.4	161.833	9.061	2.804	20.491	3.672	220.389	4	0
3337.5	161.469	9.635	2.801	23.452	3.747	205.135	4	0
3337.6	161.781	8.779	2.805	19.573	3.623	229.202	4	0
3337.7	160.541	7.967	2.802	18.674	3.434	256.793	4	0
3337.8	158.255	7.302	2.784	21.1	3.251	275.021	4	0
3337.9	157.134	6.965	2.757	27.582	3.159	289.981	5	0
3338	157.551	7.124	2.775	22.617	3.205	279.126	4	0
3338.1	157.214	6.946	2.749	30.247	3.16	296.009	5	0
3338.2	158.102	7.143	2.735	38.381	3.219	313.709	5	0
3338.3	158.531	7.448	2.745	44.528	3.316	356.454	5	0
3338.4	157.58	7.089	2.767	46.676	3.395	492.747	5	0
3338.5	158.463	7.488	2.752	45.988	3.352	382.103	5	0
3338.6	156.982	6.767	2.774	45.865	3.426	579.928	5	0
3338.7	155.098	5.511	2.791	40.799	3.588	945.387	5	0
3338.8	155.405	4.415	2.8	38.813	3.869	1241.535	5	0
3338.9	159.893	4.316	2.796	48.27	4.282	1090.129	2	0
3339	156.156	4.157	2.803	39.606	3.977	1284.254	5	0
3339.1	162.086	4.745	2.79	53.094	4.442	959.924	2	0
3339.2	168.638	7.172	2.763	63.884	4.842	565.783	2	0
3339.3	171.589	9.676	2.736	57.173	4.947	368.935	2	0
3339.4	170.406	9.823	2.708	36.733	4.912	300.766	2	0
3339.5	171.767	10.227	2.727	51.921	4.944	331.67	2	0
3339.6	169.564	9.324	2.7	30.511	4.871	284.028	2	0
3339.7	166.907	7.394	2.691	17.733	4.668	242.281	0	4
3339.8	165.246	6.346	2.697	12.869	4.457	233.209	1	4
3339.9	164.809	6.318	2.708	11.921	4.238	220.729	1	4
3340	164.917	6.198	2.7	12.053	4.398	233.424	1	4
3340.1	164.738	6.372	2.712	11.978	4.162	217.394	1	4
3340.2	164.048	6.371	2.72	12.341	3.988	242.302	1	4
3340.3	161.934	6.223	2.73	12.436	3.971	331.185	1	4
3340.4	159.673	6.442	2.743	12.682	4.021	398.673	1	4
3340.5	161.06	6.219	2.733	12.432	3.988	363.313	1	4
3340.6	159.284	6.549	2.748	13.002	4.046	402.14	1	4
3340.7	159.088	6.602	2.763	14.251	4.16	369.791	1	0
3340.8	159.387	5.918	2.77	15.357	4.276	375.024	1	0
3340.9	158.981	5.047	2.766	18.091	4.297	611.262	1	0
3341	159.419	5.61	2.77	15.809	4.299	403.35	1	0
3341.1	158.631	4.904	2.763	19.984	4.299	763.824	1	0
3341.2	157.463	5.034	2.755	28.015	4.279	1240.648	2	0
3341.3	158.382	5.913	2.75	38.924	4.168	1294.806	2	0
3341.4	164.004	7.568	2.751	55.47	4.058	812.754	2	0
3341.5	159.372	6.308	2.75	43.182	4.121	1215.371	2	0
3341.6	166.784	8.389	2.751	62.791	4.026	630.908	2	0
3341.7	175.491	11.077	2.756	85.714	3.921	243.939	2	0
3341.8	180.92	12.695	2.77	99.963	3.796	140.447	2	0
3341.9	181.988	12.882	2.797	101.049	3.677	124.487	5	0
3342	181.946	12.965	2.777	102.519	3.753	129.324	5	0
3342.1	181.32	12.696	2.804	98.204	3.661	126.387	5	0
3342.2	176.573	11.294	2.818	83.479	3.692	183.512	5	0
3342.3	168.877	8.932	2.824	65.747	3.868	366.731	5	0
3342.4	163.629	7.881	2.826	55.236	3.934	527.298	5	0
3342.5	166.281	8.205	2.825	60.279	3.941	439.771	5	0
3342.6	163.476	8.24	2.828	56.062	3.909	520.256	5	0
3342.7	166.22	10.568	2.842	66.656	3.73	364.537	5	0
3342.8	168.147	11.792	2.859	71.753	3.404	226.347	5	0
3342.9	164.476	9.799	2.869	55.987	3.106	289.302	5	0
3343	167.946	11.68	2.864	70.469	3.287	208.486	5	0
3343.1	162.462	8.853	2.87	47.988	3.059	353.701	5	0
3343.2	156.805	6.575	2.87	26.49	3.031	541.331	5	0
3343.3	154.748	5.623	2.866	16.418	3.058	547.328	3	0
3343.4	155.067	5.088	2.848	13.096	3.213	452.171	3	0
3343.5	154.67	5.409	2.864	14.506	3.076	522.228	3	0
3343.6	155.184	4.979	2.839	12.946	3.284	428.51	4	0
3343.7	155.261	4.819	2.807	14.205	3.487	392.877	4	0
3343.8	155.228	4.784	2.781	15.959	3.592	378.331	4	0
3343.9	155.382	4.669	2.767	16.166	3.667	367.671	4	0
3344	155.249	4.772	2.775	16.336	3.607	373.494	4	0
3344.1	155.452	4.487	2.766	16.061	3.68	366.7	4	0
3344.2	155.691	3.824	2.766	15.496	3.671	371.684	4	0
3344.3	156.221	3.509	2.765	14.214	3.679	394.743	4	0
3344.4	157.536	3.225	2.75	12.865	3.951	414.504	1	0
3344.5	156.497	3.428	2.764	13.695	3.704	405.056	1	0
3344.6	158.178	3.038	2.744	12.657	4.07	416.445	1	0
3344.7	160.172	2.309	2.733	12.726	4.427	499.124	1	4
3344.8	160.952	1.798	2.73	13.887	4.768	857.84	0	4
3344.9	160.356	1.724	2.728	16.839	5.11	1322.422	0	4
3345	160.918	1.703	2.73	14.51	4.874	1015.87	0	4
3345.1	160.166	1.745	2.727	18.349	5.186	1430.937	0	4
3345.2	160.097	1.849	2.722	23.427	5.313	1731.245	0	4
3345.3	160.566	2.009	2.714	26.277	5.378	2435.689	2	0
3345.4	160.437	2.102	2.718	25.394	5.353	4017.258	2	0
3345.5	160.689	2.065	2.711	26.552	5.387	2785.547	2	0
3345.6	160.203	2.076	2.723	24.407	5.277	4815.795	0	0
3345.7	159.364	1.914	2.745	20.575	4.91	7627.211	0	0
3345.8	159.015	1.933	2.76	18.416	4.632	9540.966	1	0
3345.9	159.403	2.488	2.755	22.444	4.602	8643.641	1	0
3346	159.025	2.007	2.763	18.434	4.585	9798.828	1	0
3346.1	159.698	2.836	2.751	25.308	4.64	7546.81	2	0
3346.2	160.751	3.912	2.74	34.005	4.844	3644.954	2	0
3346.3	160.898	4.209	2.73	35.754	5.121	1765.167	2	0
3346.4	159.402	3.869	2.723	29.771	5.215	2239.586	2	0
3346.5	160.661	4.161	2.727	34.929	5.207	1571.757	2	0
3346.6	158.771	3.797	2.722	27.336	5.197	2612.06	2	0
3346.7	157.223	3.825	2.722	22.218	5.067	3146.934	0	0
3346.8	156.635	4.02	2.726	22.148	4.813	2381.782	0	0
3346.9	156.165	4.158	2.744	23.516	4.512	1640.662	1	0
3347	156.535	4.084	2.729	22.635	4.709	2087.725	1	0
3347.1	155.978	4.233	2.752	24.44	4.442	1451.629	1	0
3347.2	155.873	4.665	2.773	30.618	4.32	981.456	2	0
3347.3	158.062	5.367	2.788	43.464	4.258	618.603	2	0
3347.4	162.596	5.858	2.799	57.118	4.192	413.45	2	0
3347.5	159.279	5.601	2.791	48.399	4.24	519.932	2	0
3347.6	164.046	5.876	2.801	59.185	4.168	390.336	2	0
3347.7	166.831	5.64	2.806	56.483	4.086	440.868	2	0
3347.8	165.636	5.466	2.809	43.524	3.961	669.958	5	0
3347.9	161.646	5.884	2.808	28.536	3.871	957.527	5	0
3348	164.606	5.48	2.81	38.407	3.917	767.998	5	0
3348.1	160.169	6.16	2.805	24.502	3.861	968.439	4	0
3348.2	156.062	6.956	2.79	15.765	3.835	716.653	4	0
3348.3	153.311	7.15	2.768	11.461	3.759	357.07	1	0
3348.4	152.234	6.972	2.749	10.717	3.619	213.996	1	0
3348.5	152.677	7.124	2.761	10.629	3.727	271.012	1	0
3348.6	152.248	6.858	2.746	11.031	3.573	197.641	1	0
3348.7	153.036	6.351	2.743	12.562	3.468	178.219	4	0
3348.8	154.237	5.665	2.747	13.886	3.422	186.832	4	0
3348.9	154.645	5.181	2.756	14.59	3.481	248.476	4	0
3349	154.583	5.437	2.749	14.226	3.421	196.931	4	0
3349.1	154.481	5.175	2.759	14.768	3.527	285.125	4	0
3349.2	153.645	5.531	2.764	15.304	3.711	416.305	1	0
3349.3	153.774	6.245	2.762	15.691	3.896	496.693	1	0
3349.4	155.795	7.273	2.763	15.166	4.008	456.279	1	0
3349.5	154.128	6.532	2.761	15.736	3.949	505.261	1	0
3349.6	156.778	7.572	2.763	14.63	4.026	412.387	1	0
3349.7	159.917	8.058	2.757	12.569	4.062	251.732	1	0
3349.8	162.058	7.824	2.747	10.974	4.085	147.987	1	4
3349.9	162.366	7.244	2.736	10.571	4.011	113.371	1	4
3350	162.483	7.666	2.744	10.594	4.081	126.684	1	4
3350.1	162.073	6.986	2.732	10.745	3.966	111.44	1	4
3350.2	160.539	6.204	2.729	11.807	3.809	127.347	1	4
3350.3	158.511	5.831	2.743	13.685	3.625	181.804	1	4
3350.4	156.234	5.967	2.763	16.522	3.496	255.113	4	0
3350.5	157.781	5.794	2.75	14.49	3.559	205.205	1	0
3350.6	155.571	6.047	2.767	17.232	3.512	272.85	4	0
3350.7	154.226	6.134	2.773	18.149	3.687	298.82	4	0
3350.8	154.159	5.945	2.773	18.236	3.912	308.139	1	0
3350.9	154.69	6.163	2.758	18.13	4.208	352.691	1	0
3351	154.3	5.893	2.771	18.308	3.99	314.29	1	0
3351.1	154.864	6.458	2.753	17.693	4.295	375.493	1	0
3351.2	155.243	7.753	2.755	15.768	4.401	418.295	1	0
3351.3	155.307	8.937	2.78	14.789	4.23	351.63	1	0
3351.4	155.429	9.504	2.796	14.346	4.037	233.094	1	0
3351.5	155.296	9.235	2.79	14.691	4.149	313.74	1	0
3351.6	155.612	9.57	2.797	14.223	3.959	201.555	4	0
3351.7	156.523	9.498	2.789	14.214	3.694	141.39	4	0
3351.8	157.446	9.022	2.768	14.736	3.475	121.447	4	0
3351.9	157.874	8.303	2.742	15.078	3.343	122.182	4	0
3352	157.677	8.809	2.76	14.922	3.414	118.55	4	0
3352.1	158.037	8.046	2.735	15.19	3.323	127.361	4	4
3352.2	159.099	7.352	2.723	15.726	3.314	156.843	1	4
3352.3	161.872	7.102	2.726	16.84	3.351	190.419	1	4
3352.4	166.257	7.368	2.737	19.472	3.416	172.098	4	4
3352.5	163.107	7.118	2.729	17.371	3.367	197.046	1	4
3352.6	167.806	7.306	2.739	20.366	3.449	151.402	1	4
3352.7	171.426	6.346	2.737	21.438	3.58	94.147	1	4
3352.8	170.383	4.41	2.725	18.682	3.748	115.701	1	4
3352.9	164.832	2.385	2.718	15.776	3.848	208.347	1	4
3353	169.076	3.689	2.721	17.359	3.803	136.788	1	4
3353.1	162.987	1.879	2.72	15.579	3.877	253.455	1	4
3353.2	159.205	0.943	2.73	16.456	4.01	483.972	1	4
3353.3	158.441	0.882	2.741	17.473	4.245	1026.989	1	4
3353.4	158.228	1.576	2.746	17.951	4.536	1965.026	1	4
3353.5	158.45	0.991	2.743	17.701	4.336	1271.878	1	4
3353.6	158.011	1.942	2.747	18.067	4.627	2289.609	1	4
3353.7	157.113	3.168	2.749	19.106	4.849	2788.01	0	0
3353.8	156.926	4.334	2.754	23.337	4.809	2041.196	0	0
3353.9	159.286	5.438	2.77	32.834	4.436	936.754	2	0
3354	157.178	4.712	2.758	25.49	4.728	1650.194	2	0
3354.1	160.639	5.627	2.774	36.616	4.289	676.259	2	0
3354.2	164.389	5.595	2.781	45.583	3.908	285.391	2	0
3354.3	163.535	5.213	2.776	45.357	3.708	458.867	5	0
3354.4	159.65	5.481	2.766	41.268	3.707	968.452	5	0
3354.5	162.35	5.137	2.774	43.919	3.67	588.211	5	0
3354.6	159.362	6.022	2.759	41.813	3.738	1077.267	2	0
3354.7	162.818	8.54	2.737	52.012	3.861	1027.085	2	0
3354.8	169.352	9.944	2.725	72.106	3.973	537.533	2	0
3354.9	169.74	7.926	2.732	78.832	3.995	260.936	2	0
3355	171.059	9.902	2.724	78.559	4	367.064	2	0
3355.1	167.737	6.967	2.735	73.604	3.97	299.084	2	0
3355.2	158.814	4.766	2.749	48.571	3.853	705.128	2	0
3355.3	152.57	4.138	2.767	33.71	3.81	1167.192	2	0
3355.4	152.587	4.145	2.774	32.662	3.865	1276.569	2	0
3355.5	151.555	4.085	2.772	31.362	3.817	1271.28	2	0
3355.6	153.445	4.187	2.774	33.331	3.894	1228.98	2	0
3355.7	156.165	4.34	2.774	33.675	3.974	948.171	2	0
3355.8	156.94	4.723	2.777	30.733	4.005	634.786	2	0
3355.9	158.295	6.319	2.774	32.736	3.88	432.644	2	0
3356	156.972	4.964	2.777	29.902	4.001	543.701	2	0
3356.1	160.069	7.394	2.774	37.638	3.832	386.931	2	0
3356.2	169.646	11.333	2.773	62.793	3.748	261.841	5	0
3356.3	182.573	13.806	2.774	91.939	3.704	142.605	5	0
3356.4	189.886	12.776	2.772	107.183	3.689	83.737	5	0
3356.5	186.577	14.133	2.774	100.488	3.686	110.473	5	0
3356.6	189.386	11.758	2.773	105.153	3.692	83.783	5	0
3356.7	180.685	8.276	2.782	84.171	3.703	160.427	5	0
3356.8	166.818	6.138	2.798	57.925	3.736	409.032	5	0
3356.9	156.605	5.911	2.811	41.075	3.869	747.01	5	0
3357	162.327	5.743	2.803	50.095	3.757	517.696	5	0
3357.1	154.885	6.124	2.812	38.728	3.926	804.163	5	0
3357.2	153.117	6.849	2.809	35.827	4.049	763.183	2	0
3357.3	153.506	7.037	2.808	29.858	3.992	599.716	5	0
3357.4	153.832	6.836	2.805	20.786	3.842	561.536	4	0
3357.5	153.691	7.023	2.809	27.035	3.947	562.643	5	0
3357.6	153.83	6.706	2.803	18.562	3.778	568.147	4	0
3357.7	153.518	6.305	2.797	16.015	3.577	630.992	4	0
3357.8	152.599	6.197	2.788	19.995	3.483	787.412	4	0
3357.9	151.074	6.401	2.772	26.15	3.518	983.23	5	0
