Depth	AC	CNL	DEN	GR	PE	RLLD	LIMSTONE	RES_ZY
3408.4	188.659	16.655	2.913	112.525	3.583	58.791	5	0
3408.5	191.437	17.627	2.927	102.189	3.861	17.133	5	0
3408.6	186.231	16.629	2.931	70.14	4.289	25.993	5	0
3408.7	175.798	13.925	2.918	46.513	4.469	60.982	5	0
3408.8	170.746	12.528	2.911	36.669	4.504	81.065	5	0
3408.9	160.994	9.654	2.895	20.916	4.466	126.248	5	0
3409	156.05	8.06	2.882	13.453	4.263	167.332	1	0
3409.1	153.738	7.004	2.872	8.402	3.85	209.237	4	0
3409.2	154.427	7.012	2.864	7.421	3.601	210.33	4	0
3409.3	154.758	7.069	2.86	7.226	3.503	203.762	4	0
3409.4	155.388	7.285	2.849	7.417	3.36	176.605	4	0
3409.5	155.876	7.64	2.847	8.272	3.385	131.951	4	0
3409.6	156.49	8.206	2.854	9.638	3.51	92.365	4	0
3409.7	156.517	8.467	2.864	10.524	3.63	94.393	4	0
3409.8	156.344	8.538	2.868	10.774	3.683	97.927	4	0
3409.9	155.633	8.564	2.874	10.889	3.775	109.959	4	0
3410	154.322	8.328	2.869	10.001	3.816	123.572	4	0
3410.1	152.012	7.853	2.853	8.614	3.74	125.607	4	0
3410.2	150.561	7.542	2.834	8.381	3.653	104.986	4	0
3410.3	149.961	7.416	2.824	8.255	3.61	95.714	4	0
3410.4	149.01	7.22	2.801	7.984	3.521	79.267	4	0
3410.5	148.603	7.23	2.791	7.72	3.521	76.619	4	0
3410.6	148.94	7.47	2.79	8.368	3.741	94.335	4	0
3410.7	150.258	7.756	2.804	9.239	3.875	148.316	4	0
3410.8	151.081	7.885	2.812	9.617	3.9	181.168	4	0
3410.9	153.047	8.117	2.832	10.259	3.868	258.294	4	0
3411	154.513	8.076	2.852	9.996	3.682	292.25	4	0
3411.1	155.304	7.751	2.868	8.885	3.497	256.952	4	0
3411.2	154.745	7.48	2.874	8.578	3.454	221.103	3	0
3411.3	154.44	7.37	2.877	8.651	3.456	219.585	3	0
3411.4	153.782	7.201	2.882	9.241	3.508	248.969	3	0
3411.5	153.536	7.121	2.884	10.003	3.637	304.702	4	0
3411.6	153.555	7.031	2.885	11.337	3.859	248.939	4	0
3411.7	153.57	6.992	2.883	12.678	3.923	186.162	4	0
3411.8	153.557	6.98	2.88	13.796	3.936	161.211	4	0
3411.9	153.491	6.97	2.872	16.912	3.924	124.149	4	0
3412	154.503	7.254	2.863	26.519	3.847	103.728	5	0
3412.1	159.509	8.526	2.854	54.607	3.764	60.844	5	0
3412.2	166.887	10.347	2.841	79.4	3.846	44.506	5	0
3412.3	171.069	11.383	2.833	90.173	3.912	40.459	5	0
3412.4	180.386	13.7	2.816	108.461	4.091	40.527	2	0
3412.5	187.581	15.514	2.798	114.872	4.263	59.718	2	0
3412.6	192.324	16.808	2.785	108.123	4.4	113.448	2	0
3412.7	189.413	16.393	2.795	93.727	4.369	141.338	2	0
3412.8	186.996	16.012	2.799	86.105	4.319	148.856	2	0
3412.9	180.274	14.907	2.806	70.057	4.152	151.155	2	0
3413	172.879	13.569	2.807	55.135	3.773	147.229	5	0
3413.1	162.777	11.68	2.798	36.371	3.487	175.982	5	0
3413.2	157.52	10.519	2.794	27.198	3.288	221.047	5	0
3413.3	155.388	9.956	2.791	23.28	3.203	240.077	4	0
3413.4	152.115	8.867	2.787	16.784	3.061	271.124	4	6
3413.5	150.862	7.984	2.771	13.602	3.049	274.926	4	6
3413.6	151.538	7.022	2.746	13.093	3.147	268.041	4	6
3413.7	153.711	6.718	2.736	13.279	3.248	276.253	4	6
3413.8	154.811	6.612	2.732	13.04	3.297	282.425	4	6
3413.9	157.032	6.488	2.729	11.909	3.39	298.819	1	6
3414	158.328	6.435	2.73	10.522	3.454	308.298	1	6
3414.1	159.074	6.408	2.742	9.817	3.479	306.824	1	6
3414.2	158.819	6.482	2.751	10.082	3.454	298.86	4	6
3414.3	158.615	6.544	2.753	10.216	3.44	294.636	4	6
3414.4	158.058	6.717	2.751	10.487	3.41	285.732	4	6
3414.5	157.539	6.966	2.746	11.283	3.451	276.88	4	6
3414.6	157.213	7.266	2.747	14.125	3.559	263.246	1	6
3414.7	157.622	7.31	2.755	17.814	3.551	248.426	4	0
3414.8	157.942	7.317	2.76	20.071	3.541	239.073	4	0
3414.9	158.809	7.298	2.775	25.388	3.506	216.576	5	0
3415	159.415	7.495	2.789	32.94	3.518	202.837	5	0
3415.1	159.101	8.087	2.805	40.64	3.598	219.784	5	0
3415.2	157.623	8.512	2.807	39.814	3.621	249.717	5	0
3415.3	156.9	8.628	2.805	38.891	3.628	258.568	5	0
3415.4	155.49	8.669	2.797	36.039	3.632	264.144	5	0
3415.5	155.516	8.247	2.79	35.057	3.674	238.298	5	0
3415.6	157.257	7.717	2.79	36.328	3.693	223.707	5	0
3415.7	158.566	7.719	2.796	37.212	3.623	283.057	5	0
3415.8	158.69	7.749	2.799	36.837	3.601	328.368	5	0
3415.9	157.892	7.868	2.806	34.476	3.581	449.664	5	0
3416	155.082	7.724	2.817	30.78	3.654	778.241	5	0
3416.1	150.025	7.137	2.828	26.469	3.615	1831.616	5	0
3416.2	147.845	6.612	2.824	26.66	3.513	2434.042	5	0
3416.3	147.737	6.44	2.82	27.788	3.459	2456.746	5	0
3416.4	149.459	6.277	2.809	32.075	3.346	1951.777	5	0
3416.5	155.158	7.165	2.798	44.496	3.289	1009.706	5	0
3416.6	166.475	9.332	2.771	71.243	3.324	201.385	5	0
3416.7	173.193	10.561	2.755	83.284	3.414	132.265	5	0
3416.8	175.302	10.931	2.752	85.71	3.471	117.369	5	0
3416.9	177.037	11.186	2.752	83.447	3.609	126.503	2	0
3417	174.732	10.86	2.757	73.168	3.728	136.089	2	0
3417.1	168.881	10.569	2.77	57.671	3.791	235.302	2	0
3417.2	164.272	10.428	2.78	47.434	3.717	386.531	5	0
3417.3	162.009	10.237	2.785	42.383	3.673	446.628	5	0
3417.4	157.577	9.619	2.795	32.437	3.575	535.868	5	0
3417.5	153.97	8.355	2.807	27.313	3.511	464.585	5	0
3417.6	150.865	6.567	2.824	28.914	3.474	303.048	5	0
3417.7	151.328	6.006	2.834	34.082	3.462	232.84	5	0
3417.8	151.971	5.894	2.838	36.629	3.425	206.791	5	0
3417.9	154.069	6.005	2.846	41.641	3.292	172.712	5	0
3418	156.219	6.457	2.845	45.405	3.067	160.927	5	0
3418.1	158.102	7.018	2.842	49.145	2.927	186.367	5	0
3418.2	157.308	7.122	2.844	48.522	2.96	266.873	5	0
3418.3	156.42	7.108	2.841	47.559	2.986	325.576	5	0
3418.4	153.676	6.948	2.83	44.35	3.055	479.146	5	0
3418.5	151.759	6.645	2.796	42.043	3.139	620.313	5	0
3418.6	154.185	6.48	2.706	47.29	3.224	569.5	2	0
3418.7	162.523	7.053	2.664	58.261	3.207	337.199	2	0
3418.8	167.634	7.546	2.649	64.059	3.199	246.403	2	0
3418.9	179.69	8.939	2.634	76.244	3.182	115.345	2	0
3419	189.378	10.699	2.642	86.289	3.236	91.999	2	0
3419.1	197.07	12.851	2.679	98.356	3.361	81.099	2	0
3419.2	195.884	13.683	2.712	103.072	3.443	81.618	2	0
3419.3	194.282	13.967	2.726	104.101	3.489	84.496	2	0
3419.4	189.091	14.27	2.75	103.528	3.589	95.414	2	0
3419.5	182.397	13.776	2.768	99.642	3.649	110.374	5	0
3419.6	173.11	12.473	2.779	94.072	3.62	119.859	5	0
3419.7	170.038	11.642	2.773	94.508	3.473	110.269	5	0
3419.8	169.586	11.377	2.77	95.469	3.401	104.285	5	0
3419.9	170.83	11.147	2.764	98.855	3.26	89.994	5	0
3420	173.027	11.573	2.772	101.996	3.175	95.71	5	0
3420.1	173.17	11.993	2.781	92.281	3.128	295.876	5	0
3420.2	169.5	11.333	2.772	75.155	3.197	524.191	5	0
3420.3	167.73	10.778	2.768	67.653	3.247	580.096	5	0
3420.4	164.328	9.229	2.758	54.782	3.377	576.537	5	0
3420.5	165.318	8.064	2.756	57.4	3.509	369.377	5	0
3420.6	172.029	8.183	2.764	74.889	3.653	157.323	5	0
3420.7	177.227	9.611	2.771	80.886	3.631	225.914	5	0
3420.8	178.434	10.223	2.775	80.055	3.584	299.045	5	0
3420.9	178.093	11.242	2.788	70.829	3.419	521.682	5	0
3421	172.523	10.481	2.805	53.931	3.164	810.334	5	0
3421.1	161.581	8.199	2.821	36.872	2.931	1054.017	5	0
3421.2	155.66	6.647	2.826	34.877	2.881	873.783	5	0
3421.3	153.944	6.051	2.827	35.802	2.88	757.275	5	0
3421.4	152.977	5.218	2.822	41.444	2.925	472.686	5	0
3421.5	155.766	5.335	2.815	51.801	3.028	277.011	5	0
3421.6	161.301	6.283	2.806	62.884	3.141	178.854	5	0
3421.7	163.525	7.161	2.799	61.781	3.26	230.395	5	0
3421.8	163.954	7.481	2.794	60.127	3.356	263.766	5	0
3421.9	163.46	7.882	2.782	54.649	3.617	345.366	5	0
3422	162.404	7.486	2.769	51.305	3.364	368.044	5	0
3422.1	162.422	6.636	2.755	52.283	3.265	317.582	5	0
3422.2	164.444	6.354	2.748	55.493	3.38	264.871	5	0
3422.3	165.562	6.326	2.744	56.652	3.445	251.573	5	0
3422.4	168.005	6.493	2.733	58.08	3.592	250.839	2	0
3422.5	168.602	6.731	2.725	56.161	3.702	359.054	2	0
3422.6	166.224	6.505	2.719	43.915	3.874	763.447	2	0
3422.7	162.736	5.699	2.72	32.37	3.976	1153.366	2	0
3422.8	161.215	5.216	2.721	27.481	4.026	1324.915	2	0
3422.9	158.619	4.093	2.725	19.473	4.124	1620.922	1	0
3423	157.695	3.085	2.728	15.51	4.21	1786.009	1	0
3423.1	157.683	2.013	2.73	13.163	4.224	1773.437	1	0
3423.2	158.267	1.731	2.73	13.728	4.167	1375.541	1	4
3423.3	158.616	1.663	2.727	13.948	4.138	1196.806	1	4
3423.4	159.425	1.671	2.718	14.261	4.076	880.147	1	4
3423.5	160.348	1.845	2.711	14.711	4.023	872.221	1	4
3423.6	161.566	2.088	2.711	16.465	3.968	1204.21	1	4
3423.7	161.966	2.148	2.718	17.848	3.968	1537.238	1	4
3423.8	162.022	2.152	2.722	18.37	3.977	1688.261	1	4
3423.9	161.849	2.108	2.73	19.078	4.011	1958.967	1	4
3424	161.477	2.038	2.738	19.374	4.07	2214.584	1	4
3424.1	161.33	2.018	2.746	20.592	4.191	2493.011	1	0
3424.2	161.92	2.091	2.744	22.266	4.257	2450.896	1	0
3424.3	162.343	2.139	2.742	23.307	4.289	2392.076	1	0
3424.4	163.44	2.259	2.736	25.785	4.347	2200.113	2	0
3424.5	164.768	2.447	2.731	29.295	4.341	1872.673	2	0
3424.6	167.242	2.852	2.721	36.169	4.304	1242.206	2	0
3424.7	169.505	3.241	2.714	41.828	4.332	775.008	2	0
3424.8	170.738	3.453	2.712	44.43	4.338	590.589	2	0
3424.9	173.397	3.912	2.711	49.17	4.333	319.815	2	0
3425	175.771	4.359	2.713	51.632	4.236	251.681	2	0
3425.1	177.884	4.845	2.718	49.843	4.117	268.555	2	0
3425.2	177.331	4.952	2.724	46.836	4.053	281.864	2	0
3425.3	176.69	4.987	2.728	45.427	4.017	284.49	2	0
3425.4	174.691	5.018	2.738	42.802	3.935	281.772	2	0
3425.5	172.904	5.217	2.751	45.242	3.865	216.957	2	0
3425.6	170.731	5.861	2.768	45.934	3.822	168.639	2	0
3425.7	169.09	6.56	2.782	42.016	3.791	224.896	5	0
3425.8	167.922	6.884	2.788	39.015	3.769	271.751	5	0
3425.9	164.908	7.483	2.797	30.973	3.71	402.232	5	0
3426	161.196	7.465	2.797	22.25	3.564	481.191	4	0
3426.1	155.941	6.8	2.791	12.99	3.432	462.937	4	0
3426.2	153.631	6.261	2.786	10.625	3.351	394.197	4	0
3426.3	152.813	6.078	2.784	10.06	3.3	360.934	4	0
3426.4	151.849	5.887	2.785	10.153	3.176	296.753	4	0
3426.5	152.019	5.943	2.793	10.292	3.02	251.142	4	0
3426.6	152.935	5.956	2.811	10.257	2.866	197.827	3	0
3426.7	153.729	5.876	2.817	10.851	2.886	170.738	3	0
3426.8	154.173	5.847	2.817	11.341	2.911	158.672	3	0
3426.9	155.152	5.81	2.808	12.702	2.985	137.519	3	0
3427	156.319	6.124	2.793	13.761	3.07	133.174	4	0
3427.1	157.833	7.061	2.768	14.728	3.187	162.179	4	0
3427.2	158.423	7.839	2.757	14.621	3.286	201.054	4	0
3427.3	158.753	8.153	2.751	14.373	3.329	213.764	4	0
3427.4	159.478	8.633	2.736	13.496	3.4	225.831	4	4
3427.5	160.66	8.69	2.732	12.024	3.4	190.574	1	4
3427.6	162.617	8.733	2.736	10.862	3.675	134.858	1	4
3427.7	163.264	8.971	2.744	10.835	3.797	119.181	1	4
3427.8	163.36	9.113	2.748	11.072	3.826	116.216	1	4
3427.9	163.099	9.447	2.757	12.039	3.819	119.933	1	0
3428	162.17	9.426	2.771	14.637	3.732	130.647	4	0
3428.1	160.495	8.919	2.803	22.309	3.522	136.987	4	0
3428.2	160.053	8.549	2.822	31.653	3.402	131.297	5	0
3428.3	160.332	8.472	2.829	36.964	3.345	127.675	5	0
3428.4	161.873	8.532	2.838	48.82	3.239	118.916	5	0
3428.5	166.18	9.108	2.837	62.351	3.136	100.643	5	0
3428.6	174.732	10.326	2.824	85.572	3.05	80.334	5	0
3428.7	178.634	11.406	2.811	96.126	3.014	84.537	5	0
3428.8	179.386	11.935	2.803	98.388	3.002	89.709	5	0
3428.9	178.52	12.971	2.785	96.946	2.987	106.095	5	0
3429	173.403	13.279	2.774	87.988	3.047	110.277	5	0
3429.1	165.349	12.779	2.756	79.112	3.134	97.153	5	0
3429.2	166.524	12.063	2.725	78.846	3.156	80.762	5	0
3429.3	169.075	11.838	2.706	79.494	3.147	73.953	2	0
3429.4	178.045	11.652	2.663	82.331	3.09	63.109	5	0
3429.5	190.027	12.559	2.648	84.439	2.953	67.666	5	0
3429.6	201.443	14.345	2.667	83.617	2.789	92.602	5	0
3429.7	196.611	14.901	2.701	78.004	2.769	114.89	5	0
3429.8	192.774	14.884	2.721	74.874	2.787	123.027	5	0
3429.9	182.312	14.269	2.763	67.993	2.881	133.319	5	0
3430	173.169	12.89	2.789	64.343	3.07	126.442	5	0
3430.1	165.072	11.192	2.8	62.157	3.125	120.608	5	0
3430.2	162.8	10.865	2.8	60.498	3.08	136.425	5	0
3430.3	161.392	10.72	2.8	58.576	3.066	151.928	5	0
3430.4	158.047	10.468	2.799	52.584	3.053	197.861	5	0
3430.5	153.763	9.612	2.798	41.348	3.135	287.356	5	0
3430.6	148.457	7.913	2.801	26.367	3.27	436.343	5	0
3430.7	147.367	6.867	2.807	19.531	3.295	495.662	4	0
3430.8	147.214	6.47	2.806	16.737	3.286	508.334	4	0
3430.9	147.685	5.928	2.8	12.398	3.226	500.054	4	0
3431	148.92	5.757	2.786	11.371	3.131	451.182	4	0
3431.1	150.829	5.759	2.768	12.777	3.05	365.471	4	0
3431.2	151.622	5.928	2.76	15.341	3.119	304.268	4	0
3431.3	151.953	6.06	2.757	16.615	3.167	274.386	4	0
3431.4	152.483	6.417	2.755	19.14	3.285	216.19	4	0
3431.5	153.253	6.965	2.763	21.176	3.507	194.33	4	0
3431.6	154.926	7.881	2.783	23.163	3.94	200.237	1	0
3431.7	155.998	8.365	2.793	23.273	3.921	222.178	4	0
3431.8	156.321	8.51	2.797	22.89	3.869	236.907	4	0
3431.9	156.544	8.608	2.803	21.262	3.681	273.723	4	0
3432	155.685	8.401	2.809	18.814	3.404	338.979	4	0
3432.1	153.801	7.933	2.81	17.219	3.145	427.145	4	0
3432.2	153.663	7.738	2.799	20.178	3.081	419.81	4	0
3432.3	154.081	7.792	2.793	22.782	3.054	392.809	4	0
3432.4	155.878	8.197	2.778	30.2	3.012	292.839	5	0
3432.5	158.669	9.217	2.771	36.806	3.007	238.626	5	0
3432.6	161.536	10.765	2.764	37.013	3.029	255.605	5	0
3432.7	160.458	10.912	2.76	28.818	3.099	296.925	5	0
3432.8	159.546	10.668	2.758	24.849	3.148	306.176	4	0
3432.9	156.988	9.551	2.753	17.186	3.27	302.087	4	0
3433	154.759	8.203	2.748	15.25	3.396	280.643	4	0
3433.1	153.192	6.811	2.75	15.698	3.641	273.788	1	0
3433.2	153.8	6.578	2.759	16.691	3.808	262.445	1	0
3433.3	154.2	6.547	2.763	17.121	3.877	253.462	1	0
3433.4	155.189	6.652	2.771	17.846	3.988	228.997	1	0
3433.5	156.036	6.761	2.773	20.216	3.949	237.534	1	0
3433.6	156.924	6.75	2.77	26.477	3.8	272.349	2	0
3433.7	157.133	6.611	2.771	31.254	3.597	275.285	5	0
3433.8	157.115	6.568	2.773	33.192	3.492	280.612	5	0
3433.9	156.835	6.536	2.779	36.166	3.277	298.865	5	0
3434	155.691	6.556	2.791	35.052	3.173	403.102	5	0
3434.1	153.04	6.286	2.814	29.08	3.157	648.98	5	0
3434.2	151.524	5.735	2.828	25.268	3.227	779.701	5	0
3434.3	151.075	5.493	2.833	24.554	3.263	782.734	4	0
3434.4	150.79	5.076	2.839	25.483	3.337	665.644	5	0
3434.5	151.365	5.283	2.84	29.689	3.376	526.596	5	0
3434.6	152.021	6.165	2.842	31.904	3.35	571.122	5	0
3434.7	151.673	6.602	2.847	28.74	3.287	729.881	5	0
3434.8	151.5	6.658	2.849	27.484	3.251	761.743	5	0
3434.9	151.158	6.452	2.852	25.619	3.168	731.426	5	0
3435	151.601	6.259	2.853	28.872	3.046	573.316	5	0
3435.1	153.439	6.429	2.849	34.557	2.877	406.448	5	0
3435.2	155.145	6.769	2.84	36.996	2.783	384.495	5	0
3435.3	155.84	6.885	2.836	37.758	2.748	379.371	5	0
3435.4	156.912	7.012	2.829	38.371	2.704	380.713	5	0
3435.5	156.86	6.954	2.827	38.618	2.754	371.436	5	0
3435.6	155.516	6.834	2.825	38.996	2.863	359.875	5	0
3435.7	154.507	6.806	2.821	39.852	2.959	342.858	5	0
3435.8	154.33	6.82	2.818	40.963	3.01	327.267	5	0
3435.9	154.623	6.901	2.813	44.528	3.115	282.172	5	0
3436	156.279	7.242	2.807	50.062	3.181	251.374	5	0
3436.1	159.067	8.268	2.798	55.161	3.288	263.706	5	0
3436.2	159.503	9.272	2.791	50.53	3.307	320.278	5	0
3436.3	159.293	9.678	2.788	46.75	3.302	350.788	5	0
3436.4	158.027	10.3	2.783	36.313	3.265	416.057	5	0
3436.5	155.705	10.202	2.782	26.352	3.252	446.054	5	0
3436.6	152.74	9.324	2.783	18.169	3.329	444.567	4	0
3436.7	153.497	8.461	2.785	17.638	3.431	412.195	4	0
3436.8	154.425	8.074	2.788	17.642	3.476	397.742	4	0
3436.9	157.362	7.389	2.795	18.181	3.555	372.33	4	0
3437	159.926	6.936	2.805	19.052	3.53	371.415	4	0
3437.1	160.265	6.539	2.812	20.85	3.433	363.567	4	0
3437.2	157.625	6.536	2.812	21.022	3.348	344.168	4	0
3437.3	156.383	6.564	2.812	20.69	3.307	337.515	4	0
3437.4	154.06	6.68	2.812	19.203	3.227	330.262	4	0
3437.5	152.159	6.664	2.81	17.154	3.168	475.221	4	0
3437.6	148.942	6.362	2.792	15.116	3.139	1221.169	4	0
3437.7	149.437	6.095	2.764	16.027	3.175	2003.864	4	0
3437.8	151.358	6.128	2.749	17.805	3.201	2059.054	4	0
3437.9	158.497	6.522	2.716	23.969	3.269	1505	1	0
3438	170.669	7.908	2.7	40.569	3.297	785.033	2	0
3438.1	185.215	10.451	2.695	70.638	3.242	129.273	2	0
3438.2	183.146	11.21	2.703	80.204	3.145	144.494	2	0
3438.3	180.572	11.088	2.708	80.549	3.109	170.266	5	0
3438.4	172.393	9.851	2.721	72.469	3.061	257.568	5	0
3438.5	165.26	7.889	2.734	57.757	3.127	331.055	5	0
3438.6	159.422	5.383	2.734	41.207	3.23	841.598	5	0
3438.7	157.991	4.414	2.72	33.954	3.328	1676.903	2	0
3438.8	157.348	4.064	2.714	30.442	3.403	2119.388	2	0
3438.9	156.211	3.633	2.703	23.658	3.603	3051.264	1	0
3439	157.113	3.663	2.706	18.626	3.775	1956.388	1	0
3439.1	161.933	4.452	2.72	13.837	3.742	679.943	1	4
3439.2	165.104	5.525	2.727	12.023	3.667	365.184	1	4
3439.3	165.733	6.042	2.73	11.154	3.629	288.313	1	4
3439.4	165.098	7.033	2.732	9.496	3.55	294.012	1	4
3439.5	161.998	7.643	2.732	8.33	3.41	256.693	1	4
3439.6	159.036	8.18	2.728	7.484	3.278	156.962	4	6
3439.7	160.294	8.331	2.727	7.555	3.251	110.175	4	6
3439.8	160.959	8.363	2.727	7.646	3.245	99.135	4	6
3439.9	162.357	8.34	2.731	7.933	3.251	101.512	4	6
3440	162.404	8.191	2.741	8.471	3.232	132.377	4	6
3440.1	161.64	7.944	2.757	8.834	3.191	159.454	4	6
3440.2	161.557	7.842	2.765	8.81	3.187	153.418	4	6
3440.3	161.553	7.808	2.769	8.713	3.195	148.383	4	6
3440.4	161.619	7.772	2.774	8.352	3.232	134.355	4	6
3440.5	161.138	7.813	2.781	8.234	3.284	125.226	4	6
3440.6	159.561	7.966	2.791	8.934	3.277	119.618	4	6
3440.7	158.19	8.075	2.799	9.609	3.263	122.934	4	6
3440.8	157.572	8.1	2.803	9.878	3.256	127.031	4	6
3440.9	156.469	8.091	2.811	10.282	3.242	140.022	4	6
3441	155.635	7.981	2.815	11.428	3.159	177.574	4	6
3441.1	154.528	7.786	2.815	16.686	3.023	253.741	3	6
3441.2	153.899	7.686	2.803	23.045	2.956	305.967	3	6
3441.3	153.675	7.65	2.797	26.012	2.944	331.763	5	6
3441.4	153.406	7.606	2.788	31.512	2.964	382.606	5	0
3441.5	153.726	7.613	2.782	33.677	3.124	431.333	5	0
3441.6	154.659	7.69	2.774	35.389	3.327	461.991	5	0
3441.7	154.878	7.777	2.763	36.151	3.281	474.789	5	0
3441.8	154.767	7.812	2.76	36.298	3.244	488.821	5	0
3441.9	154.108	7.867	2.757	36.129	3.142	531.896	5	0
3442	153.023	7.819	2.769	35.217	3.135	586.711	5	0
3442.1	152.261	7.584	2.784	34.288	3.296	611.345	5	0
3442.2	153.922	7.341	2.781	35.836	3.435	550.413	5	0
3442.3	155.171	7.233	2.777	37.382	3.521	497.431	5	0
3442.4	158.493	7.042	2.766	41.995	3.725	347.235	2	0
3442.5	162.284	6.903	2.756	45.953	4.05	379.795	2	0
3442.6	166.564	6.618	2.745	43.496	4.253	748.204	2	0
3442.7	166.655	6.193	2.739	34.909	4.243	1005.317	2	0
3442.8	166.247	5.981	2.737	30.883	4.215	995.188	2	0
3442.9	164.533	5.561	2.736	23.379	4.116	700.972	1	0
3443	162.443	5.704	2.735	19.907	3.957	410.417	1	4
3443.1	160.408	6.749	2.721	15.282	3.66	170.249	1	6
3443.2	160.359	7.777	2.704	12.25	3.479	155.316	1	6
3443.3	160.412	8.187	2.696	11.055	3.416	151.577	1	6
3443.4	160.673	8.801	2.685	9.306	3.344	151.486	1	6
3443.5	160.901	9.01	2.686	9.163	3.291	159.682	1	6
3443.6	161.218	9.137	2.728	9.503	3.117	175.231	4	6
3443.7	161.356	9.19	2.739	10.294	3.019	184.679	4	6
